X Y
2.866931650585167191e-01 7.525346936392103281e-01
1.060431114664489582e-01 3.846611913879307565e-01
3.106709966416759672e-01 4.149790033469883399e-01
5.796739848668108763e-02 9.445486463070846828e-01
6.544194779894502156e-01 7.273409063304465683e-01
9.301647610231865704e-01 3.604972383026008309e-01
8.520842614910243418e-01 1.400780046947769364e-03
1.394653500147401415e-01 5.383728372655298688e-01
1.079825090028252443e-02 8.421786906357897617e-01
4.325607518220930814e-01 2.138031592543563342e-01
2.327747962936421722e-01 2.111471409032172897e-01
9.247775469865638920e-01 1.692581951003914176e-01
7.309299608280720451e-01 2.650695989397044983e-03
2.325014039902800755e-01 2.078383757113910768e-02
2.542089297299721107e-01 1.171509540136919103e-01
1.512707948081535303e-01 7.088581125698304453e-01
7.700094229101950294e-01 9.905179976412161746e-01
9.544179104643815137e-01 2.312154514944601003e-01
6.600982850135261870e-02 4.244235398844919960e-01
5.152330651198905320e-01 7.161132531343923358e-01
3.771306873291309092e-01 1.908474009227993928e-01
9.714681621890625118e-01 7.445039860903135409e-01
3.906496568554713722e-01 7.544879904246135638e-01
5.474077013913173362e-01 5.587700400965265324e-01
1.845275446935901176e-02 1.317259939484433096e-01
4.775629969178123435e-01 5.370098428650751377e-01
9.158226098927660930e-01 7.847104681623359168e-01
7.767934405300899181e-01 8.593289816509460666e-01
2.951665427387424323e-01 1.640225040906172493e-01
3.266607977939853802e-01 9.596791208384501948e-01
9.824534740189709847e-01 3.955572431545004708e-01
7.176622486425165981e-02 3.921517507392513480e-02
9.563067635583122339e-01 5.058748043998918531e-01
2.015800873919615377e-02 4.962516912932533053e-01
9.998386310467418658e-01 6.548248105613639902e-01
2.174526598218006201e-01 9.867388520557165421e-01
2.337860436882761572e-01 1.495484129048531008e-01
1.283422634348500013e-01 8.924309545775331864e-01
6.095508249397654232e-01 7.060866251804399640e-01
6.078509498441312386e-01 3.317872905317420518e-01
7.775070735738700556e-01 6.585439462200550764e-01
1.195473628834645696e-01 9.981901182903163416e-01
4.397560192532079526e-02 9.642255455410004839e-01
4.187205917977757652e-01 4.677941911478680215e-01
7.688253716928217241e-01 7.390759704154341581e-01
6.491243729251018335e-01 4.133472968937915715e-01
2.334060659826220352e-02 7.795300254911556870e-01
4.937605978409855823e-01 8.576848792952784795e-02
3.086908175636078333e-01 5.878783973434416055e-01
7.033213909328123181e-01 9.992515371088328546e-02
6.307783368447763550e-01 1.001014508817228421e-01
1.790125295267167571e-01 8.196852835897443512e-01
4.419814361142819781e-01 9.783171142976776480e-03
7.402568025010103359e-01 5.709270528199866801e-01
5.101584097712521526e-01 4.703610878143633656e-01
3.730375648732956462e-01 4.532942987677121005e-01
3.287203486357105353e-01 6.005731107864027418e-01
