X Y
4.181791278905784282e-01 7.492902139926934657e-01
3.395413083120342179e-01 9.568108758751792120e-02
2.327176842512984623e-01 2.232096235211145085e-03
7.007232900464263059e-01 7.310062183610916975e-01
7.607341754588293758e-01 7.110254520627624641e-01
7.684833479560426728e-02 8.810885115564697223e-01
1.423451173229848266e-01 8.343493170878056864e-01
8.333054635087411288e-02 5.700302573977794607e-01
7.211485312964012184e-01 6.018105779415017231e-02
9.945517531132200828e-01 7.264979484399006759e-01
2.356381929088660065e-01 5.207298447317555423e-01
8.033782684317249956e-01 1.225753966159063291e-01
9.568213294669520863e-01 1.078461356047417663e-01
3.568685572112403337e-01 4.596995097923444185e-01
8.427920903188792501e-01 7.836475082553198135e-01
7.152714618100770583e-01 4.401239543584424263e-01
4.647390066376201334e-01 6.865528453040379286e-01
1.378054049073903498e-01 6.222070528594747518e-02
3.040629355554258506e-02 3.042781148285844672e-02
8.800811824805554462e-01 7.488404211684855927e-01
2.546391087217712013e-01 1.517931883183010200e-01
2.983520164309280132e-01 5.437406856925773857e-01
5.876003018578587200e-01 1.246272276958565461e-01
4.753950133906861275e-01 1.425636791898476918e-01
3.293445729866522065e-01 9.434339138945934122e-01
9.289599383662787702e-01 8.188024418404770133e-01
9.960673675550002493e-02 4.997478185339382373e-01
4.402771970749252972e-01 2.038235190451258561e-01
7.992885239930755947e-01 5.725449946746939967e-01
3.421514317902815128e-01 2.815509081236259314e-01
9.307394778815450964e-01 4.584399180332980883e-01
1.238363956233548002e-01 9.653335400187558202e-01
5.915786637192950170e-01 6.461467903080022612e-01
8.617845251300030318e-01 2.723548283351697741e-01
3.030401839344245563e-01 8.790782176158656869e-01
1.532712770230362231e-01 8.158509877417718936e-02
9.964751615909612781e-01 1.832674508052407614e-01
1.055358308720499849e-02 6.791549520979726084e-01
5.567424983231248348e-01 1.992826823965406779e-01
9.714875042919547399e-01 1.911186088948946260e-02
5.856662928016129754e-01 7.130628321746236287e-01
6.611849230906454711e-01 1.428740506883213746e-01
2.458058045830302518e-02 7.137743961304870988e-01
6.784926232520892553e-01 2.757442407162605802e-01
1.651814253570527136e-03 3.628287965071104182e-01
5.092109717236127375e-01 6.801249381860174914e-01
4.207107446720379507e-01 5.144411446682461975e-02
3.039078336266970437e-01 9.016679055096989970e-01
3.704299461693405515e-02 8.685598409432817579e-01
9.891925265832082204e-01 1.903554162281679840e-01
7.402929206743759094e-01 9.349360345943968920e-01
8.677191978789355886e-03 7.797297234622395656e-01
1.778994045100361632e-01 7.677260338763713943e-02
6.295447179590014652e-01 1.480181282962382827e-01
2.128536737482999985e-01 5.167517010503558383e-01
3.661330687389521277e-01 2.196771651618619758e-01
8.267684089567280958e-01 5.150505506042031278e-01
1.293954982099435602e-01 1.082985386462906874e-01
7.617985836422443979e-01 2.018823462942741509e-01
7.182038071916425626e-01 6.383661171555112812e-01
7.911046324198999224e-01 2.267218351110755759e-02
5.016252102531792989e-01 4.451614486432128315e-01
9.018145009667698497e-01 6.753372526661420849e-01
2.895015291426944470e-01 1.086553416394416827e-01
2.396230671564960613e-01 4.369433789844638927e-01
3.053097549465277893e-01 6.870656172671837369e-01
7.851412977052824038e-01 3.068566086286239614e-01
1.540797228002109831e-01 1.570586354298567633e-01
9.681596999975006224e-02 4.909999938507858541e-02
5.284151804766745730e-02 6.228350225066250356e-01
2.062245656067490662e-01 9.374355985532015767e-01
3.776977831101735461e-02 7.168240314440443850e-02
6.954328907268927384e-01 2.034874667471582299e-01
1.299849982884794253e-01 4.551432029390375389e-01
1.325513337248044321e-01 9.543739249978163697e-01
4.646502074466761778e-01 6.550447990819614486e-01
7.314078969969205479e-01 2.650298189848825370e-01
8.723405527969774198e-01 7.167305500911242966e-01
9.489818332159445369e-01 9.347884064353702005e-01
1.859977060234394575e-01 9.066604652809359122e-01
5.611631227545949008e-01 5.498602960992066135e-01
1.494330133953650774e-01 7.420074833067157316e-01
4.117050866274218901e-01 2.780177338114627750e-01
4.003664655923420135e-01 7.254849517101441547e-01
5.692420904737068854e-01 2.909562780831237427e-01
9.353676874787074658e-01 2.536191367910655137e-01
8.239573246522202687e-01 5.039879713685829765e-01
1.522865158071012859e-01 3.243423221767871567e-02
2.256835868525746136e-01 1.635759689166605968e-01
2.825451390489470693e-01 3.246862887426640309e-01
4.583828019191648062e-01 8.130157733213470017e-01
5.722401460458941269e-01 2.906078406228614908e-01
7.505194774082057929e-01 9.793654144159029684e-01
2.438389200639005105e-01 5.228307945235777243e-01
2.952156782963926140e-01 4.835802407020953764e-01
3.635408436834429713e-01 9.678597041482533969e-01
6.917064718831137382e-01 7.553148132436301454e-01
9.343336062854801227e-02 3.429857368796450645e-01
