X Y
4.833212580536876413e-01 1.949295643043819082e-01
6.796976916204817698e-01 6.133334306244440093e-01
3.964938815395692151e-01 2.426891076868044061e-01
6.803841280672717762e-01 5.022843255899918091e-01
9.238685283679753946e-01 4.727806301749530871e-01
2.603684336211287143e-02 2.535500510143529063e-02
4.444566637107586482e-01 3.674796400852855527e-01
5.614261991889190062e-01 5.972096535227718883e-01
3.638978983881169249e-02 4.959073524111293763e-01
1.341581030513162576e-01 3.296158451906425757e-01
8.615716746989309227e-01 3.036760797904257680e-01
1.119612454635647847e-01 8.907489189637046723e-01
1.887225270395792576e-01 9.143073431921751038e-01
2.495879869943775642e-01 5.022173867650727708e-01
6.427060712767765915e-01 4.419733291108761675e-01
5.741195273591731540e-01 7.066963206143673792e-01
7.300354408566123166e-02 1.749470252854251617e-01
8.809406130168302429e-01 1.191912283633617120e-01
1.301148372742798598e-01 7.897832829698315793e-01
4.073365589401738429e-01 3.284953028438389877e-01
1.049342120430709624e-01 2.298905662036487829e-01
1.211863887507507176e-01 2.042440882559234394e-01
6.976044635202611754e-01 8.460462124291634467e-03
5.195848729183469850e-01 9.044488020494559910e-01
2.699833971891412165e-01 7.726203914914180348e-01
2.475564154492749802e-01 2.138384071773677952e-01
3.453636185474838749e-01 8.253953954527644132e-01
8.395942708335357718e-02 2.922597358119617406e-01
2.820964345351264502e-01 5.509613760914076064e-01
5.496317756477701044e-01 5.942759282986778135e-01
6.061715452267860682e-01 2.501476764383364637e-01
2.438340200949712377e-01 2.518568014216655548e-01
7.660623795962365756e-01 1.548018731636239265e-01
5.170373006826212148e-01 2.967721416859869787e-02
4.862664930426695564e-01 7.849068072060778611e-01
4.917228866672830323e-01 2.313955164300082190e-01
5.040877321981473980e-01 5.001263372339460611e-01
5.294228223010343237e-01 3.461040769631820169e-01
3.497330426264918524e-01 7.428200564108292658e-01
9.959781358423230868e-01 6.404887717632803401e-01
9.115824145616743257e-01 3.710137912802786708e-01
4.890219732892014948e-01 8.906897686899093447e-01
6.651406468168648001e-01 7.541620441332271829e-01
4.892159094731876046e-01 4.368262766009256559e-01
1.695452155790949655e-01 6.679346054860257897e-02
7.230601901345000693e-01 5.822958439779699624e-01
5.021437143623539434e-01 3.752661467981586174e-01
4.159272374332446676e-01 1.460895513645384947e-01
7.091916942446497840e-01 8.458529736216404693e-01
2.332374984143507080e-01 4.996502716204657135e-01
7.785054011835236265e-01 7.873647686176532545e-01
4.614714318884555189e-01 4.002435509260970914e-01
2.998180819228422056e-01 5.721925057411820781e-01
6.439513023985572460e-01 3.222059879450763775e-01
3.875802839623226914e-01 3.907356316598138424e-01
5.880410816381569372e-01 4.734864081752480081e-01
6.884385272186452909e-01 2.734759509415202183e-01
9.501113551154937165e-01 6.417514013835138309e-01
7.434824906648418441e-01 2.704087944905209095e-02
6.345735826777828548e-01 9.578649402724600526e-01
8.117445525472871681e-01 2.323731633948427078e-01
7.603078994032828053e-01 4.277600542976744968e-01
8.626197302307824222e-01 8.524899156126123367e-01
2.609407153342115926e-01 7.112480963952183544e-02
5.167903455649904831e-01 8.482983723284954758e-01
2.809841178047730592e-01 7.695579871415606510e-01
1.593326429784934772e-01 5.074975435270753232e-01
5.876281461820801466e-01 1.349435710890786178e-01
3.701879026357257629e-02 2.514752004256041173e-01
3.694893091854908329e-01 8.055161353486729459e-01
4.134471905097643063e-01 4.098305202450591711e-01
3.923910275140470860e-01 9.386372114379435416e-01
4.628346821402636868e-01 2.132191796645375170e-01
9.647355107330667368e-01 9.874285641260960311e-01
1.919207024263497319e-01 9.833911343564982754e-01
2.704285609018173275e-01 5.873604082319413555e-01
1.611754616042505583e-01 7.296771961040275922e-01
4.967261702249954336e-01 3.134429417181702204e-01
6.690904467580779391e-01 6.951709742476984699e-01
7.428629440909018111e-02 9.219195169676120960e-01
2.312961421640465920e-01 3.914433281039120249e-01
4.267825749282425640e-01 1.222548720070276707e-01
4.421812083177966146e-01 7.076637333286339704e-02
4.938351715199379433e-01 8.237118154331904973e-01
6.028780405161178191e-01 2.388094044419114548e-01
2.385888631152196515e-01 5.895517369036827882e-01
7.452044380891241770e-01 4.733109140453001240e-01
4.132610035927868353e-01 9.468087564014580071e-01
3.338914210640526736e-01 2.879960439519662074e-01
5.878671380608331276e-01 1.773136664798568018e-01
4.753486235738568766e-01 9.851082363853019830e-01
3.392505600335368188e-01 3.172449452354212385e-01
1.628872348671318582e-01 9.466007786776584609e-01
9.996052893123800187e-01 8.081701489328760868e-01
3.282238079462925784e-01 3.760749089266268719e-03
9.439362894147115268e-01 7.813688181908708952e-01
4.022529077493712801e-01 4.588893538545795181e-01
1.199775832885361382e-01 2.489806761687636261e-01
6.450352030392763059e-01 5.429286700066823235e-01
1.104593126572145367e-01 9.926733832862012497e-01
